datetime,open,high,low,close,volume
2017-08-18 10:30:00,4287.92,4319.93,4250.04,4317.21,35.170531
2017-08-18 11:00:00,4317.21,4340.62,4274.16,4313.56,28.998755
2017-08-18 11:30:00,4313.56,4316.98,4262.32,4289.09,24.411926
2017-08-18 12:00:00,4289.09,4304.66,4247.75,4279.46,39.823498
2017-08-18 12:30:00,4279.46,4304.66,4270.48,4286.05,33.833827
2017-08-18 13:00:00,4286.05,4304.67,4270.48,4300.25,35.352977
2017-08-18 13:30:00,4285.0,4307.41,4284.33,4306.41,36.146521
2017-08-18 14:00:00,4306.41,4320.71,4259.85,4282.73,38.683328
2017-08-18 14:30:00,4265.33,4327.25,4265.33,4307.01,26.419827
2017-08-18 15:00:00,4317.6,4317.6,4276.89,4304.15,19.233329
2017-08-18 15:30:00,4304.15,4349.0,4296.04,4349.0,28.417819
2017-08-18 16:00:00,4330.26,4371.52,4317.91,4356.31,23.145856
2017-08-18 16:30:00,4356.31,4357.37,4327.0,4330.0,12.303876
2017-08-18 17:00:00,4330.0,4343.23,4302.72,4340.31,11.789573
2017-08-18 17:30:00,4320.52,4340.31,4320.52,4340.3,13.917707
2017-08-18 18:00:00,4340.3,4340.3,4287.79,4331.71,1.20125
2017-08-18 18:30:00,4302.97,4318.16,4273.74,4278.0,11.958861
2017-08-18 19:00:00,4278.0,4293.65,4221.05,4293.09,34.574906
2017-08-18 19:30:00,4293.09,4293.09,4224.72,4256.79,41.871411
2017-08-18 20:00:00,4229.42,4259.4,4193.7,4259.4,32.497532
2017-08-18 20:30:00,4259.4,4259.4,4209.5,4229.86,18.317684
2017-08-18 21:00:00,4200.0,4249.51,4200.0,4236.89,21.630033
2017-08-18 21:30:00,4234.54,4275.63,4234.54,4273.78,20.979757
2017-08-18 22:00:00,4273.78,4283.79,4250.34,4250.34,24.059067
2017-08-18 22:30:00,4250.34,4250.34,4197.73,4197.73,42.514091
2017-08-18 23:00:00,4176.64,4197.73,4066.53,4193.35,20.177375
2017-08-18 23:30:00,4171.17,4297.75,4128.0,4173.0,16.503684
2017-08-19 00:00:00,4172.99,4177.41,4117.41,4117.41,8.81497
2017-08-19 00:30:00,4086.28,4131.0,4015.7,4066.21,24.742744
2017-08-19 01:00:00,4066.21,4136.48,4051.67,4136.28,35.855282
2017-08-19 01:30:00,4135.0,4135.0,4010.9,4010.9,9.03771
2017-08-19 02:00:00,4043.92,4061.0,3981.13,4021.11,10.930327
2017-08-19 02:30:00,4015.4,4015.4,3949.36,3982.87,7.135815
2017-08-19 03:00:00,3982.87,3982.87,3938.77,3975.69,7.602816
2017-08-19 03:30:00,3996.92,4094.0,3938.77,4094.0,24.603525
2017-08-19 04:00:00,4062.21,4131.83,4062.21,4113.75,5.30268
2017-08-19 04:30:00,4106.35,4136.48,4085.88,4119.42,20.900551
2017-08-19 05:00:00,4119.42,4120.42,4091.53,4108.37,24.036285
2017-08-19 05:30:00,4108.37,4135.47,4084.28,4125.44,22.313652
2017-08-19 06:00:00,4125.44,4178.31,4110.47,4163.49,18.995225
2017-08-19 06:30:00,4163.49,4178.31,4143.11,4156.99,3.744308
2017-08-19 07:00:00,4156.99,4184.69,4148.53,4148.53,25.090869
2017-08-19 07:30:00,4148.53,4168.07,4148.53,4168.07,13.347959
2017-08-19 08:00:00,4168.07,4184.0,4156.39,4156.39,5.406515
2017-08-19 08:30:00,4180.0,4180.0,4120.0,4156.0,8.589848
2017-08-19 09:00:00,4121.0,4156.0,4103.52,4138.55,11.022072
2017-08-19 09:30:00,4138.5,4156.0,4076.63,4130.0,14.960681
2017-08-19 10:00:00,4130.0,4140.0,4046.26,4068.26,2.392551
2017-08-19 10:30:00,4123.95,4123.95,4047.71,4047.71,8.552404
2017-08-19 11:00:00,4047.71,4082.27,4027.83,4077.0,3.96179
2017-08-19 11:30:00,4077.0,4082.0,4026.34,4045.59,39.04264
2017-08-19 12:00:00,4064.85,4064.85,3986.87,3986.87,12.412791
2017-08-19 12:30:00,3969.12,3999.15,3933.21,3999.15,9.028769
2017-08-19 13:00:00,3999.15,4033.47,3977.19,4033.47,22.400453
2017-08-19 13:30:00,4033.47,4064.84,4023.88,4035.08,12.879715
2017-08-19 14:00:00,4013.89,4035.08,3964.08,3999.0,5.12669
2017-08-19 14:30:00,3999.0,4036.08,3999.0,4021.04,4.161962
2017-08-19 15:00:00,4049.74,4082.25,4049.74,4068.2,1.022261
2017-08-19 15:30:00,4054.0,4082.0,4000.58,4000.58,3.893857
2017-08-19 16:00:00,4033.0,4033.0,3982.08,4000.58,1.992974
2017-08-19 16:30:00,4016.0,4033.0,3951.14,3960.76,28.507345
2017-08-19 17:00:00,3981.81,4002.87,3850.0,3957.6,19.671238
2017-08-19 17:30:00,3945.12,4033.0,3928.89,4033.0,6.408611
2017-08-19 18:00:00,3999.96,4095.0,3991.51,4095.0,15.822373
2017-08-19 18:30:00,4095.0,4100.0,4059.92,4059.93,5.264823
2017-08-19 19:00:00,4059.92,4099.78,4035.49,4039.84,7.440841
2017-08-19 19:30:00,4066.0,4068.31,4013.7,4027.21,2.045445
2017-08-19 20:00:00,4045.0,4045.19,4029.68,4042.41,2.288981
2017-08-19 20:30:00,4036.59,4063.44,4016.96,4016.96,6.288893
2017-08-19 21:00:00,3995.63,3995.63,3964.67,3972.05,1.955611
2017-08-19 21:30:00,4036.19,4049.69,3994.33,4049.69,1.008331
2017-08-19 22:00:00,4049.69,4049.69,3953.4,4000.0,3.075846
2017-08-19 22:30:00,3985.0,4000.98,3976.72,4000.98,2.194701
2017-08-19 23:00:00,4000.98,4048.99,4000.98,4027.37,0.874847
2017-08-19 23:30:00,4013.69,4079.0,4013.69,4079.0,17.128223
2017-08-20 00:00:00,4079.0,4096.0,4078.0,4086.29,0.019979
2017-08-20 00:30:00,4073.47,4103.92,4073.47,4089.01,1.615402
2017-08-20 01:00:00,4088.71,4088.71,4076.12,4076.12,0.007727
2017-08-20 01:30:00,4088.71,4103.92,4051.47,4069.66,0.781035
2017-08-20 02:00:00,4062.39,4099.0,4051.47,4075.98,2.206535
2017-08-20 02:30:00,4075.98,4149.98,4075.98,4149.98,2.628583
2017-08-20 03:00:00,4149.99,4149.99,4074.23,4074.23,1.323611
2017-08-20 03:30:00,4090.0,4141.0,4090.0,4139.98,1.077053
2017-08-20 04:00:00,4139.98,4139.98,4120.78,4139.98,1.281044
2017-08-20 04:30:00,4120.78,4139.98,4120.78,4139.98,0.052244
2017-08-20 05:00:00,4139.98,4139.98,4139.98,4139.98,0.000455
2017-08-20 05:30:00,4120.98,4139.98,4044.0,4096.33,2.332235
2017-08-20 06:00:00,4095.33,4095.33,4086.09,4086.09,0.011689
2017-08-20 06:30:00,4086.09,4086.09,4066.49,4082.53,0.964379
2017-08-20 07:00:00,4069.98,4082.53,4052.82,4082.53,0.096772
2017-08-20 07:30:00,4096.33,4112.03,4090.13,4112.03,1.388629
2017-08-20 08:00:00,4082.62,4124.69,4082.62,4124.69,1.469932
2017-08-20 08:30:00,4111.26,4111.26,4111.26,4111.26,0.3
2017-08-20 09:00:00,4111.26,4111.26,4094.62,4094.62,0.047647
2017-08-20 09:30:00,4094.62,4094.62,4094.62,4094.62,0.204457
2017-08-20 10:00:00,4094.62,4094.62,4091.8,4093.0,0.604786
2017-08-20 10:30:00,4087.0,4142.16,4087.0,4142.16,9.954926
2017-08-20 11:00:00,4142.16,4142.16,4095.39,4117.41,0.78813
2017-08-20 11:30:00,4117.41,4117.41,4087.38,4093.57,1.665668
2017-08-20 12:00:00,4093.57,4117.41,4081.19,4115.41,1.249883
2017-08-20 12:30:00,4081.4,4117.41,4081.4,4109.41,3.032196
2017-08-20 13:00:00,4108.33,4156.56,4081.41,4155.87,11.103864
2017-08-20 13:30:00,4155.87,4184.68,4032.62,4184.68,10.208067
2017-08-20 14:00:00,4169.89,4211.08,4149.34,4184.73,7.187449
2017-08-20 14:30:00,4155.0,4158.61,4155.0,4155.0,0.329309
2017-08-20 15:00:00,4155.0,4155.0,4155.0,4155.0,0.066571
2017-08-20 15:30:00,4155.0,4155.0,4155.0,4155.0,0.0
2017-08-20 16:00:00,4140.0,4142.41,4109.84,4142.41,0.947044
2017-08-20 16:30:00,4104.68,4125.44,4080.0,4125.44,2.219979
2017-08-20 17:00:00,4080.01,4108.37,4080.0,4106.53,15.061524
2017-08-20 17:30:00,4106.53,4125.43,4080.0,4080.0,1.907943
2017-08-20 18:00:00,4080.0,4125.43,4080.0,4108.47,0.857897
2017-08-20 18:30:00,4125.0,4125.0,4125.0,4125.0,0.012787
2017-08-20 19:00:00,4114.4,4114.4,4063.35,4063.35,1.245375
2017-08-20 19:30:00,4096.32,4096.32,4079.84,4096.32,1.410942
2017-08-20 20:00:00,4096.32,4096.32,4068.5,4096.32,0.054708
2017-08-20 20:30:00,4100.0,4114.4,4100.0,4114.4,2.790481
2017-08-20 21:00:00,4101.13,4125.0,4100.56,4125.0,20.833133
2017-08-20 21:30:00,4125.0,4128.11,4100.0,4111.51,6.924466
2017-08-20 22:00:00,4111.51,4150.0,4091.59,4131.46,16.442512
2017-08-20 22:30:00,4131.46,4138.07,4102.05,4132.47,20.340746
2017-08-20 23:00:00,4132.47,4135.0,4101.4,4129.0,28.875918
2017-08-20 23:30:00,4129.32,4132.47,4116.0,4132.0,24.151521
2017-08-21 00:00:00,4132.0,4158.61,4120.0,4154.56,23.937354
2017-08-21 00:30:00,4154.56,4185.94,4144.85,4166.0,33.114774
2017-08-21 01:00:00,4166.0,4185.14,4159.99,4164.6,16.208226
2017-08-21 01:30:00,4161.59,4171.62,4116.0,4137.18,31.048944
2017-08-21 02:00:00,4137.18,4140.93,4120.72,4140.93,22.388691
2017-08-21 02:30:00,4140.93,4156.56,4128.75,4131.47,19.111337
2017-08-21 03:00:00,4146.53,4152.37,4134.48,4150.0,16.616087
2017-08-21 03:30:00,4162.59,4169.98,4133.41,4156.57,19.183603
2017-08-21 04:00:00,4156.56,4169.98,4132.31,4169.98,18.914974
2017-08-21 04:30:00,4151.14,4171.62,4124.44,4124.44,29.998408
2017-08-21 05:00:00,4130.85,4156.2,4069.13,4086.29,39.477059
2017-08-21 05:30:00,4069.13,4106.36,4062.78,4105.63,25.239141
2017-08-21 06:00:00,4099.26,4119.62,4074.52,4108.28,27.852184
2017-08-21 06:30:00,4108.28,4114.86,4083.8,4114.86,30.584792
2017-08-21 07:00:00,4114.86,4114.86,4080.66,4094.6,25.384355
2017-08-21 07:30:00,4094.6,4109.26,4039.0,4061.19,40.732675
2017-08-21 08:00:00,4039.01,4079.94,4039.01,4079.94,18.228474
2017-08-21 08:30:00,4079.94,4088.8,4048.75,4083.77,25.019963
2017-08-21 09:00:00,4083.77,4104.68,4048.74,4084.76,27.796559
2017-08-21 09:30:00,4079.26,4084.8,4047.75,4079.25,19.110905
2017-08-21 10:00:00,4079.25,4104.68,4063.5,4104.68,20.379867
2017-08-21 10:30:00,4104.68,4104.68,4047.77,4082.96,25.582333
2017-08-21 11:00:00,4066.21,4066.21,4011.02,4016.9,41.597969
2017-08-21 11:30:00,4011.04,4032.01,3953.41,3953.41,28.02674
2017-08-21 12:00:00,3991.05,4031.46,3953.4,3982.96,38.671005
2017-08-21 12:30:00,3982.96,4044.32,3970.63,4033.22,23.126
2017-08-21 13:00:00,4033.22,4055.92,4019.0,4043.63,26.08031
2017-08-21 13:30:00,4043.63,4055.92,4010.78,4035.0,33.588145
2017-08-21 14:00:00,4035.0,4039.0,4022.88,4036.3,21.32419
2017-08-21 14:30:00,4036.3,4077.07,4035.82,4035.82,3.108382
2017-08-21 15:00:00,4046.9,4075.0,4046.9,4074.0,0.796326
2017-08-21 15:30:00,4066.0,4088.12,4066.0,4088.08,5.055503
2017-08-21 16:00:00,4082.93,4088.1,4082.93,4088.1,0.035001
2017-08-21 16:30:00,4063.0,4063.0,4010.78,4010.78,4.711385
2017-08-21 17:00:00,4010.78,4023.11,4000.01,4023.11,10.259382
2017-08-21 17:30:00,4023.11,4023.11,4002.0,4023.0,3.490432
2017-08-21 18:00:00,4023.0,4023.0,4000.0,4000.0,2.987248
2017-08-21 18:30:00,4000.0,4023.11,3953.4,4007.19,15.202606
2017-08-21 19:00:00,3951.5,4007.19,3934.43,3951.49,7.005379
2017-08-21 19:30:00,3914.59,4011.98,3911.79,3979.11,3.804975
2017-08-21 20:00:00,3999.8,4023.11,3937.01,3989.17,3.890326
2017-08-21 20:30:00,3967.5,4020.0,3920.55,4014.99,3.466471
2017-08-21 21:00:00,4014.99,4022.0,3972.5,4022.0,3.915359
2017-08-21 21:30:00,4005.99,4026.04,3951.26,3977.39,7.31309
2017-08-21 22:00:00,4026.02,4029.05,4026.02,4029.05,0.003453
2017-08-21 22:30:00,4019.99,4019.99,3951.26,3985.62,3.53994
2017-08-21 23:00:00,4014.99,4029.06,3980.76,4016.2,1.532588
2017-08-21 23:30:00,3997.57,4029.06,3962.74,4027.0,1.363787
2017-08-22 00:00:00,3986.16,4027.0,3918.8,3918.8,2.52069
2017-08-22 00:30:00,3918.8,4042.11,3918.8,4025.0,5.842792
2017-08-22 01:00:00,4027.51,4027.51,4015.21,4027.05,2.35059
2017-08-22 01:30:00,4027.05,4042.11,3950.0,3950.0,21.753417
2017-08-22 02:00:00,4021.03,4027.05,4003.03,4025.04,10.355182
2017-08-22 02:30:00,4025.04,4027.05,4009.01,4019.52,23.079475
2017-08-22 03:00:00,4015.76,4070.49,4007.51,4039.1,16.277237
2017-08-22 03:30:00,4039.1,4041.23,4008.63,4039.09,13.404031
2017-08-22 04:00:00,4039.09,4041.1,4013.63,4041.1,5.388623
2017-08-22 04:30:00,4025.0,4031.87,4009.51,4016.0,2.307881
2017-08-22 05:00:00,4016.0,4016.0,3987.5,4016.0,8.655902
2017-08-22 05:30:00,4016.0,4016.0,3974.05,3974.05,17.601518
2017-08-22 06:00:00,3974.05,3983.19,3789.95,3790.0,42.737499
2017-08-22 06:30:00,3790.0,3890.51,3733.71,3799.99,13.302245
2017-08-22 07:00:00,3728.91,3844.98,3688.97,3700.0,16.824264
2017-08-22 07:30:00,3700.0,3844.95,3689.0,3797.99,1.398921
2017-08-22 08:00:00,3796.0,3849.98,3759.5,3849.98,6.935683
2017-08-22 08:30:00,3822.5,3849.98,3802.53,3849.98,10.928097
2017-08-22 09:00:00,3823.0,3862.39,3823.0,3862.39,4.957119
2017-08-22 09:30:00,3863.0,3868.57,3683.03,3683.03,14.079566
2017-08-22 10:00:00,3683.03,3695.59,3450.98,3500.8,14.586473
2017-08-22 10:30:00,3500.8,3695.62,3450.97,3690.0,9.129885
2017-08-22 11:00:00,3680.0,3680.0,3400.0,3626.99,5.369505
2017-08-22 11:30:00,3619.95,3827.22,3619.95,3827.22,17.405234
2017-08-22 12:00:00,3813.12,3854.46,3780.53,3803.0,44.691135
2017-08-22 12:30:00,3803.0,3803.0,3733.8,3777.05,29.495181
2017-08-22 13:00:00,3777.05,3803.0,3746.97,3798.08,32.46454
2017-08-22 13:30:00,3798.08,3805.76,3751.64,3790.11,17.181747
2017-08-22 14:00:00,3790.0,3805.76,3750.08,3794.12,19.686364
2017-08-22 14:30:00,3794.12,3875.44,3775.01,3869.42,37.281856
2017-08-22 15:00:00,3869.42,3920.31,3851.54,3904.56,38.890322
2017-08-22 15:30:00,3904.56,3904.56,3826.12,3893.92,31.479277
2017-08-22 16:00:00,3893.92,3904.51,3844.08,3844.08,27.842904
2017-08-22 16:30:00,3844.07,3893.52,3841.18,3893.52,32.455277
2017-08-22 17:00:00,3853.53,3905.56,3853.53,3866.48,16.913489
2017-08-22 17:30:00,3866.48,3920.31,3853.53,3920.31,37.396362
2017-08-22 18:00:00,3934.49,3990.12,3904.32,3934.01,38.391222
2017-08-22 18:30:00,3949.01,3964.75,3889.38,3889.38,19.521937
2017-08-22 19:00:00,3889.38,3925.99,3874.35,3920.99,19.101934
2017-08-22 19:30:00,3874.38,3920.99,3786.81,3786.81,21.602001
2017-08-22 20:00:00,3786.81,3849.0,3786.81,3849.0,4.580527
2017-08-22 20:30:00,3829.5,3921.63,3810.07,3874.41,19.646072
2017-08-22 21:00:00,3899.99,3919.97,3858.23,3858.23,19.118366
2017-08-22 21:30:00,3858.23,3919.99,3853.47,3910.92,18.030028
2017-08-22 22:00:00,3919.99,3952.89,3874.45,3905.84,16.74975
2017-08-22 22:30:00,3905.84,3998.99,3888.79,3950.55,25.260582
2017-08-22 23:00:00,3998.78,3998.78,3934.12,3943.0,20.018546
2017-08-22 23:30:00,3944.0,4067.0,3944.0,4063.69,22.003158
2017-08-23 00:00:00,4063.69,4104.82,4026.83,4043.76,23.128985
2017-08-23 00:30:00,4071.22,4085.0,4001.42,4019.97,14.431706
2017-08-23 01:00:00,4019.97,4101.24,3984.23,3984.24,19.9129
2017-08-23 01:30:00,3984.5,4061.54,3953.13,3953.13,14.7706
2017-08-23 02:00:00,3953.13,4058.83,3953.13,3960.29,15.741824
2017-08-23 02:30:00,3960.29,4038.96,3948.6,3948.6,10.875477
2017-08-23 03:00:00,3948.6,3999.99,3946.67,3946.67,10.410096
2017-08-23 03:30:00,3999.96,4046.11,3944.04,3978.77,11.993208
2017-08-23 04:00:00,3978.77,4031.99,3971.4,4002.0,19.271695
2017-08-23 04:30:00,4009.1,4017.49,3944.03,3977.39,21.056916
2017-08-23 05:00:00,3977.39,4045.0,3974.37,4040.0,20.032865
2017-08-23 05:30:00,4040.0,4075.9,4013.89,4036.92,14.198882
2017-08-23 06:00:00,4064.2,4077.18,4020.09,4036.0,9.651155
2017-08-23 06:30:00,4048.1,4084.99,4035.38,4071.16,25.280845
2017-08-23 07:00:00,4077.58,4100.0,4064.68,4100.0,21.295565
2017-08-23 07:30:00,4101.53,4127.99,4098.56,4099.0,25.554434
2017-08-23 08:00:00,4099.0,4126.66,4049.74,4083.72,20.280792
2017-08-23 08:30:00,4083.72,4126.99,4050.04,4092.93,24.730259
2017-08-23 09:00:00,4092.93,4124.42,4068.67,4100.41,18.666452
2017-08-23 09:30:00,4084.54,4115.87,4067.75,4070.02,19.530204
2017-08-23 10:00:00,4100.0,4114.99,4054.01,4083.6,18.339214
2017-08-23 10:30:00,4084.0,4110.0,4055.12,4071.0,18.390151
2017-08-23 11:00:00,4071.0,4093.31,4053.18,4053.18,14.42928
2017-08-23 11:30:00,4064.0,4088.97,4035.32,4066.88,19.553258
2017-08-23 12:00:00,4066.88,4099.99,4066.88,4080.0,16.389235
2017-08-23 12:30:00,4089.45,4098.88,4052.49,4052.49,16.297858
2017-08-23 13:00:00,4060.67,4098.0,4052.5,4074.88,18.910403
2017-08-23 13:30:00,4081.63,4093.98,4058.26,4081.0,16.565067
2017-08-23 14:00:00,4081.0,4124.0,4057.0,4124.0,21.132851
2017-08-23 14:30:00,4123.88,4242.32,4100.15,4194.91,24.963996
2017-08-23 15:00:00,4218.61,4242.28,4188.62,4203.12,15.217201
2017-08-23 15:30:00,4208.11,4228.02,4194.9,4214.44,13.255509
2017-08-23 16:00:00,4224.0,4228.02,4188.63,4228.02,10.807365
2017-08-23 16:30:00,4203.12,4228.01,4174.09,4208.7,16.597997
2017-08-23 17:00:00,4200.0,4237.99,4188.0,4237.99,16.484036
2017-08-23 17:30:00,4205.98,4265.8,4205.98,4219.06,26.995821
2017-08-23 18:00:00,4236.53,4265.8,4174.0,4215.68,35.642869
2017-08-23 18:30:00,4215.68,4230.92,4155.0,4190.17,52.469131
2017-08-23 19:00:00,4190.08,4212.29,4155.28,4211.0,28.779123
2017-08-23 19:30:00,4166.89,4212.29,4166.79,4208.77,21.060778
2017-08-23 20:00:00,4207.77,4208.77,4154.51,4174.0,37.253164
2017-08-23 20:30:00,4174.0,4196.42,4150.65,4196.42,17.706404
2017-08-23 21:00:00,4201.75,4226.95,4166.27,4197.05,17.453279
2017-08-23 21:30:00,4226.94,4254.79,4197.05,4239.46,45.024595
2017-08-23 22:00:00,4239.46,4259.58,4209.51,4210.03,26.12516
2017-08-23 22:30:00,4220.56,4231.0,4166.33,4180.01,26.924058
2017-08-23 23:00:00,4209.47,4209.47,4166.27,4166.27,12.246436
2017-08-23 23:30:00,4166.27,4191.71,4150.65,4150.65,11.567324
2017-08-24 00:00:00,4183.67,4183.67,4135.38,4143.37,20.297609
2017-08-24 00:30:00,4143.37,4168.9,4103.51,4156.61,13.191438
2017-08-24 01:00:00,4116.26,4156.75,4116.26,4117.07,19.260965
2017-08-24 01:30:00,4136.48,4136.48,4074.87,4090.0,19.432272
2017-08-24 02:00:00,4101.53,4118.99,4073.41,4118.4,23.325385
2017-08-24 02:30:00,4105.25,4178.65,4092.99,4118.0,27.587777
2017-08-24 03:00:00,4118.0,4147.0,4090.0,4090.0,13.480307
2017-08-24 03:30:00,4090.0,4111.36,4069.8,4089.18,12.199829
2017-08-24 04:00:00,4089.18,4152.0,4088.44,4114.2,14.938835
2017-08-24 04:30:00,4151.88,4151.88,4114.0,4147.88,19.574455
2017-08-24 05:00:00,4128.5,4169.99,4113.79,4114.01,22.077542
2017-08-24 05:30:00,4147.0,4154.55,4114.08,4153.68,15.681456
2017-08-24 06:00:00,4147.92,4153.68,4125.4,4131.0,14.43028
2017-08-24 06:30:00,4132.0,4160.73,4113.9,4141.41,17.189594
2017-08-24 07:00:00,4141.42,4195.0,4140.78,4140.91,13.376684
2017-08-24 07:30:00,4141.88,4204.55,4141.51,4155.82,13.2481
2017-08-24 08:00:00,4156.36,4190.48,4131.92,4131.92,14.581402
2017-08-24 08:30:00,4146.97,4163.59,4097.83,4130.0,17.875074
2017-08-24 09:00:00,4109.74,4149.0,4085.01,4113.58,17.13756
2017-08-24 09:30:00,4113.58,4148.19,4100.04,4112.49,17.483209
2017-08-24 10:00:00,4112.49,4139.88,4090.39,4113.98,14.764362
2017-08-24 10:30:00,4113.98,4146.53,4113.49,4128.82,16.188679
2017-08-24 11:00:00,4132.82,4177.64,4131.91,4132.09,11.97009
2017-08-24 11:30:00,4132.09,4174.0,4131.91,4148.34,15.973891
2017-08-24 12:00:00,4149.0,4177.18,4133.42,4133.42,13.947645
2017-08-24 12:30:00,4153.97,4173.99,4133.41,4156.88,23.001595
2017-08-24 13:00:00,4156.88,4172.0,4153.32,4153.32,9.849989
2017-08-24 13:30:00,4153.8,4196.94,4153.32,4186.88,14.53987
2017-08-24 14:00:00,4186.88,4206.88,4183.21,4200.0,17.735558
2017-08-24 14:30:00,4200.0,4224.0,4168.26,4196.73,13.49241
2017-08-24 15:00:00,4168.38,4211.79,4150.0,4165.01,25.423936
2017-08-24 15:30:00,4166.0,4250.94,4165.01,4172.0,36.547187
2017-08-24 16:00:00,4185.0,4199.19,4165.2,4173.98,29.947365
2017-08-24 16:30:00,4173.98,4211.0,4173.98,4180.0,16.248777
2017-08-24 17:00:00,4185.38,4215.74,4166.67,4202.0,17.551385
2017-08-24 17:30:00,4211.78,4224.64,4136.33,4136.33,17.889435
2017-08-24 18:00:00,4160.0,4185.0,4136.58,4150.89,13.471037
2017-08-24 18:30:00,4167.69,4184.48,4148.78,4162.48,11.67336
2017-08-24 19:00:00,4161.48,4177.0,4148.78,4157.74,26.967318
2017-08-24 19:30:00,4173.11,4207.77,4157.74,4201.2,30.498803
2017-08-24 20:00:00,4202.0,4250.9,4192.18,4221.0,21.817172
2017-08-24 20:30:00,4235.9,4250.78,4196.01,4208.0,12.038142
2017-08-24 21:00:00,4208.0,4230.0,4207.78,4222.0,12.642075
2017-08-24 21:30:00,4223.06,4250.71,4207.86,4214.0,19.679635
2017-08-24 22:00:00,4239.5,4245.0,4214.0,4215.0,9.635985
2017-08-24 22:30:00,4225.5,4236.0,4196.01,4196.01,12.788861
2017-08-24 23:00:00,4202.06,4212.0,4178.22,4188.18,14.753772
2017-08-24 23:30:00,4188.18,4209.0,4179.22,4207.0,14.416359
2017-08-25 00:00:00,4180.02,4221.0,4180.02,4221.0,13.584222
2017-08-25 00:30:00,4234.0,4247.99,4206.61,4220.38,14.278492
